phi_dipole theta_dipole Nmono vocalpha
1.0401938284989665 0.5268516567376528 999586.1517877083 0.004915751934686262
2.650363218887679 0.5221405487308838 996129.8971523162 0.010836763516668868
5.607816275254786 0.5038405771837682 996979.5635785394 0.00898620160839677
1.1170297896186514 0.6264800990336094 1000581.5750897654 0.007550207321216685
2.6744512511188643 0.36149001202909403 1003711.6627293971 0.009905945301271698
4.671227736363296 0.5910434993619579 1000128.3422961235 0.007506843293990601
3.74357111854577 0.22163172460787467 997555.2556873927 0.017991725251390124
3.12059692147185 0.5699803355762711 1001290.5425982589 0.014702336466811482
2.520641404743693 0.3960398134420954 996609.9441205225 0.013541110599154724
0.9650750593283468 0.5565146317478825 999067.8139166792 0.01240527906793292
4.1358123645973315 0.3921581232259297 997010.7137524798 0.00920392795328417
2.937597109033247 0.11671058954053644 1003331.9756587545 0.008025524317766701
4.233908472169632 0.1914312958523764 999726.1884371819 0.005372488401385838
2.1679902390122363 0.4802429669177778 1001621.6125575429 0.007194316028628501
0.09345002001624715 0.5370817698043469 1000000.7109262146 0.011575248681452412
3.226607793235101 0.4026092194851343 999308.9140066708 0.0061113593418544295
3.2523436013655536 0.16452631781446367 996748.8326459249 0.008280480380606182
3.167354418607537 0.21235401255810568 997388.1568230944 0.01744889243787761
1.8084473157492276 0.4469078089564652 1002726.4537154762 0.010436301450418293
3.827296468514549 0.6080293647673144 1000813.6866232421 0.011595573421066357
3.2822917570154138 0.5592592538570946 997939.3396675118 0.011332300402886993
4.497308691540227 0.30012277728286985 999431.9744799874 0.006143412806625006
5.919255423635485 0.39980608452425903 998871.559607427 0.014692343774888511
2.343743445127576 0.5513464834022764 1001848.4851022771 0.012076954517183816
5.777867005391986 0.4224283005345318 999557.620788254 0.01445054305602334
1.4264785434646965 0.4559228588540401 999462.8918609059 0.015111198899750015
3.025639823282695 0.20645661083927436 998265.8401685319 0.018188619173410882
2.2578589761169003 0.2990199576196583 998627.1378051818 0.00651239289677601
4.078865138016654 0.4058217428035058 1001420.4751547995 0.015793667232452076
2.7207040496827077 0.38846630780947394 999730.2812700475 0.01727766271192634
5.842985193306348 0.2447425776110472 997266.7336669436 0.008999582655684613
3.4902219408383393 0.4322345946295193 998407.5147831906 0.0075540877747374904
1.6494564666963978 0.1710971827931926 1002253.4044170241 0.007289648397641259
3.740011740552194 0.3997822854580865 998138.3977563432 0.007878874173063183
4.570008433402991 0.48242171207655343 999799.1404058482 0.008059905430895084
1.8270339128873567 0.4977878182413238 1001776.9543677748 0.01216848902406508
3.8375190521753466 0.37895099294552903 998418.062597711 0.007590232298265251
5.6577054158802715 0.24613037621919398 998149.7729765882 0.007711182488774194
1.9462291248977006 0.5369942823690436 1000797.665447031 0.008964194592666083
4.458433228233347 0.17924587810230128 996554.5485669617 0.011611630239876788
5.875342065602408 0.3426166577184858 1001759.8621025741 0.014216152012775372
3.123534925288628 0.37154719600324876 999796.1248455651 0.01708443755325618
2.5443613227851873 0.32761008578558193 1001680.6070451492 0.007324015656065989
2.658448755962996 0.41977046633569803 999480.4603829822 0.01631944113733383
5.459650058930305 0.24602687255839129 1002058.8133458309 0.015698554846513044
3.354265986668372 0.40102561876577164 1002793.6284412516 0.01140868097352754
3.317188493710391 0.25672957102288546 1002282.0184233835 0.007818355730646303
0.8561483124758826 0.35775267986351866 999392.8880667007 0.015618713162532409
2.144525581232654 0.39610634275205914 999115.9606973265 0.007276177299761614
2.745358362797181 0.12632233670048207 998005.8197718586 0.007193002464433717
1.76907312725827 0.5352920645514473 1000286.4232764298 0.009258776800876797
1.9265670983794139 0.16806155176123283 1003201.1961152009 0.0098756604298481
2.7231044751613833 0.520428253573234 1000144.3438373491 0.00808145170427191
2.3111472252988174 0.545090238499937 1000287.9531832972 0.008789162988633777
1.4005553477979293 0.37245737639655846 1000319.215613491 0.007290423483480097
2.0770044595843333 0.4160034091179424 1002222.0694619932 0.009603287733787644
2.7756054234738152 0.4980884101750221 1000286.4091345803 0.007853812605705902
1.1262723753452213 0.025735242719114048 996424.6850333787 0.012089352369194754
3.853214421259797 0.559708223774157 999513.9642498998 0.010736800206281939
2.9553374886242896 0.3777333504193937 1002117.2808551391 0.00849534651984298
2.769515614987468 0.11851658132085824 998544.5679046053 0.00678141312032789
0.357899929202224 0.10441206136220245 1003263.0962998912 0.010619963249292827
